Customer,Total Queries (July),Total Queries (Aug) Adjusted,Total Queries (Aug),Avg MB Scanned (Aug),Avg Execution Secs (Aug),Max Execution Secs (Aug),Query Growth %,Significant Growth,Usage Category,Growth Category
MNCHOSC,19.0,13.115384615384617,11,0.0,1.2769090909090908,8.219,-30.971659919028344,No,No Usage,Stable
MNHDC,154.0,146.65384615384616,123,300.4290397723577,1.770910569105691,16.028,-4.770229770229766,No,Very Low Usage,Stable
MNHWEHS,11007.0,11311.423076923076,9487,91.50477776673344,0.8024177295246127,16.546,2.7657225122474443,No,Very High Usage,Stable
MNNHCFS,-,11.923076923076923,10,0.0,1.1582,10.03,-,No,No Usage,New Customer
MNNPMHC,342.0,177.65384615384616,149,6.582832912751678,0.337724832214765,4.12,-48.05443094916779,Yes,Very Low Usage,Negative Growth
MOARCOA,2594.0,2112.769230769231,1772,24.927509231376973,0.6128865688487585,8.593,-18.551687325781383,No,Medium Usage,Negative Growth
MOARTHURCTR,-,5.961538461538462,5,0.0,1.0234,5.091,-,No,No Usage,New Customer
MOBCSVS,285.0,294.5,247,81.39644464372469,0.7368421052631579,6.061,3.3333333333333335,No,Very Low Usage,Stable
MOBHR,19639.0,22123.26923076923,18555,99.45269220894636,0.6838179466451092,38.815,12.649672746928205,No,Extremely High Usage,Stable
MOFGCBH,60295.0,60656.269230769234,50873,35.2989897692096,0.2578453207005681,20.92,0.5991694680640752,No,Extremely High Usage,Stable
MOGRCTR,-,5.961538461538462,5,0.0,1.3254,6.601,-,No,No Usage,New Customer
MONCMMH,989.0,1011.076923076923,848,25.891018113207547,0.7904504716981132,12.553,2.2322470249669344,No,Low Usage,Stable
MOPREFH,23736.0,33339.307692307695,27962,100.35146982275948,0.9856231313926042,43.37,40.458829172175996,Yes,Extremely High Usage,Medium Growth
MOQOPC,656.0,527.0,442,101.29864116289592,0.969153846153846,16.501,-19.664634146341463,No,Low Usage,Negative Growth
MOREDIS,1599.0,587.8076923076923,493,85.9552133245436,1.1300324543610547,12.75,-63.239043633039884,Yes,Low Usage,Negative Growth
MOSBH,19073.0,10122.692307692309,8490,82.55913576772674,0.7398133097762073,16.68,-46.926585709157926,Yes,Very High Usage,Negative Growth
MSCANPY,1478.0,1513.0384615384614,1269,52.57551835460993,0.8235665878644602,31.626,2.370667221817418,No,Medium Usage,Stable
MTHFH,-,164.53846153846152,138,17.385473557971014,0.5037101449275362,8.643,-,No,Very Low Usage,New Customer
MTWAIN,24.0,5.961538461538462,5,0.0,0.235,1.147,-75.16025641025642,No,No Usage,Stable
NCOMM,191.0,5.961538461538462,5,0.0,0.3823999999999999,1.886,-96.87877567458719,Yes,No Usage,Stable
NECHN,59.0,251.57692307692307,211,45.09359443127962,0.7277867298578199,9.144,326.4015645371577,Yes,Very Low Usage,High Growth
NJBNNBR,-,5.961538461538462,5,0.0,1.2302,6.128,-,No,No Usage,New Customer
NJCBH,2092.0,2773.3076923076924,2326,85.7349408766122,0.8687141014617369,115.008,32.567289307251066,Yes,Medium Usage,Medium Growth
NJCFGHN,-,382.7307692307692,321,128.0571069906542,1.003532710280374,12.73,-,No,Low Usage,New Customer
NJCMMAU,886.0,137.1153846153846,115,58.58988913043478,0.869191304347826,6.312,-84.5242229553742,Yes,Very Low Usage,Negative Growth
NJCTS,-,5.961538461538462,5,0.0,1.0462,5.206,-,No,No Usage,New Customer
NJFSH,-,5.961538461538462,5,0.0,1.3048,6.497,-,No,No Usage,New Customer
NJJFCHS,-,5.961538461538462,5,0.0,1.2728,6.338,-,No,No Usage,New Customer
NJJFSCN,-,5.961538461538462,5,0.0,1.3318,6.633,-,No,No Usage,New Customer
NJJHI,-,5.961538461538462,5,0.0,1.0578,5.253,-,No,No Usage,New Customer
NJJWFCS,-,5.961538461538462,5,0.0,1.5262,7.562,-,No,No Usage,New Customer
NJMHC,-,5.961538461538462,5,0.0,0.6976,3.455,-,No,No Usage,New Customer
NJOCC,-,5.961538461538462,5,0.0,0.3954,1.94,-,No,No Usage,New Customer
NJPREBH,200.0,548.4615384615385,460,77.0729797673913,0.9161760869565216,5.458,174.23076923076923,Yes,Low Usage,High Growth
NJRCHDH,887.0,863.2307692307693,724,29.919851055248618,0.9647541436464088,9.745,-2.6797328939380742,No,Low Usage,Stable
NJSTRES,-,81.07692307692308,68,14.154229014705882,0.5075882352941177,7.613,-,No,Very Low Usage,New Customer
NJTBRIDGE,-,3277.653846153846,2749,35.1205599883594,0.4653219352491815,7.627,-,No,High Usage,New Customer
NJTCFGE,2591.0,6006.846153846154,5038,80.30297910103215,0.6483157999206034,10.948,131.83505032212096,Yes,Very High Usage,High Growth
NJTRCHI,-,5.961538461538462,5,0.0,1.0798,5.363,-,No,No Usage,New Customer
NJVANHS,58.0,5.961538461538462,5,0.0,0.5824,2.889,-89.72148541114059,No,No Usage,Stable
NYBPCRI,1446.0,1838.5384615384608,1542,44.368778463683526,0.8538806744487678,8.539,27.146504947334815,No,Medium Usage,Medium Growth
NYCASES,252.0,5.961538461538462,5,0.0,1.3294,6.621,-97.63431013431014,Yes,No Usage,Stable
NYCFHFS,-,5.961538461538462,5,0.0,0.2498,1.226,-,No,No Usage,New Customer
NYCNGSV,14.0,42.92307692307692,36,37.19545733333334,0.979888888888889,6.203,206.59340659340657,No,Very Low Usage,Stable
NYFSWCH,-,5.961538461538462,5,0.0,1.2555999999999998,6.25,-,No,No Usage,New Customer
NYIBDCC,3291.0,1137.4615384615386,954,164.84466757756812,1.2054350104821805,17.372,-65.43720636701494,Yes,Medium Usage,Negative Growth
NYLISCI,108.0,73.92307692307692,62,48.47436501612904,1.7403709677419357,8.458,-31.552706552706557,Yes,Very Low Usage,Stable
NYOCMSI,-,5.961538461538462,5,0.0,1.197,5.955,-,No,No Usage,New Customer
NYSTCHS,-,5.961538461538462,5,0.0,1.8644,9.296,-,No,No Usage,New Customer
NYSTDOM,1235.0,3189.423076923077,2675,59.87782231439252,0.8191715887850468,26.467,158.25288072251638,Yes,High Usage,High Growth
OAKLAWN,5621.0,5962.730769230769,5001,141.53554126774645,1.9348392321535688,94.482,6.0795369014546985,No,Very High Usage,Stable
OCMACC,-,5.961538461538462,5,0.0,0.8008,3.974,-,No,No Usage,New Customer
OCNMH,-,5.961538461538462,5,0.0,1.9352,9.643,-,No,No Usage,New Customer
OCSDS,1428.0,1712.1538461538462,1436,131.9248046678273,2.397559888579387,70.937,19.898728722258134,No,Medium Usage,Low Growth
OHACC,752.0,563.9615384615385,473,26.197696636363634,0.6689640591966174,12.273,-25.00511456628478,No,Low Usage,Negative Growth
OHBHCCH,144.0,125.1923076923077,105,54.59555791428571,0.8877047619047619,9.77,-13.060897435897434,No,Very Low Usage,Stable
OHBLHBS,7709.0,5698.038461538462,4779,144.39412401297344,1.7073320778405523,62.346,-26.085893610864417,No,Very High Usage,Negative Growth
OHBRITV,-,5.961538461538462,5,0.0,1.227,6.102,-,No,No Usage,New Customer
OHBUTLR,-,5.961538461538462,5,0.0,1.427,7.107,-,No,No Usage,New Customer
OHCAMBR,-,5.961538461538462,5,0.0,0.175,0.851,-,No,No Usage,New Customer
OHCBHTH,4515.0,3264.538461538461,2738,79.8628173484295,0.7846022644265888,11.99,-27.695715137575604,No,High Usage,Negative Growth
OHCCBH,1900.0,1138.6538461538462,955,57.92929058848168,0.5544335078534032,5.549,-40.07085020242915,Yes,Low Usage,Negative Growth
OHCCC,856.0,645.0384615384615,541,24.215596532347504,0.5406099815157117,4.871,-24.64503953989935,No,Low Usage,Negative Growth
OHCCHOO,61.0,5.961538461538462,5,0.0,0.4857999999999999,2.404,-90.22698612862547,No,No Usage,Stable
OHCLS,175.0,193.15384615384616,162,23.71385848765432,0.481716049382716,8.634,10.373626373626376,No,Very Low Usage,Stable
OHCOMCS,-,5.961538461538462,5,0.0,1.8202000000000005,9.071,-,No,No Usage,New Customer
OHCOMHA,148.0,572.3076923076923,480,28.644896875,0.3331895833333334,6.541,286.69438669438665,Yes,Low Usage,High Growth
OHCOMPDRUG,-,5.961538461538462,5,0.0,0.3117999999999999,1.537,-,No,No Usage,New Customer
OHCRSCN,313.0,327.88461538461536,275,11.43765550909091,0.5627381818181818,5.461,4.755468173998517,No,Very Low Usage,Stable
OHDAYBK,3182.0,2401.3076923076924,2014,48.42504831082423,0.6604304865938431,10.351,-24.53464197650244,No,Medium Usage,Negative Growth
OHEASTC,153.0,13.115384615384617,11,0.0,1.0856363636363635,8.061,-91.42785319255907,Yes,No Usage,Stable
OHELDRS,-,5.961538461538462,5,0.0,0.511,2.529,-,No,No Usage,New Customer
OHEMERG,-,5.961538461538462,5,0.0,1.8454,9.201,-,No,No Usage,New Customer
OHEMPEX,-,5.961538461538462,5,0.0,0.3942,1.933,-,No,No Usage,New Customer
OHFAMCC,7826.0,6225.038461538462,5221,92.73359452614442,0.9210563110515227,75.99,-20.456958068764862,No,Very High Usage,Negative Growth
OHFOBHS,239.0,397.0384615384616,333,73.53078084684685,0.3166126126126126,6.576,66.12487930479563,Yes,Low Usage,High Growth
OHFRSHC,-,5.961538461538462,5,0.0,1.0402,5.165,-,No,No Usage,New Customer
OHFSRVA,-,5.961538461538462,5,0.0,0.1786,0.86,-,No,No Usage,New Customer
OHGCBHS,184.0,444.7307692307692,373,38.70013420643431,1.0160509383378016,17.78,141.7015050167224,Yes,Low Usage,High Growth
OHGESMV,-,5.961538461538462,5,0.0,0.1088,0.515,-,No,No Usage,New Customer
OHGLCTR,-,5.961538461538462,5,0.0,0.5852,2.899,-,No,No Usage,New Customer
OHHPSYS,751.0,1082.6153846153843,908,77.98498137334802,1.5413281938325991,19.655,44.15650926969168,Yes,Medium Usage,Medium Growth
OHISBHOHIO,112.0,69.15384615384616,58,55.53903336206896,1.381258620689655,27.439,-38.2554945054945,Yes,Very Low Usage,Stable
OHJCESC,314.0,5.961538461538462,5,0.0,2.1452,10.7,-98.10142087212151,Yes,No Usage,Stable
OHLGRCI,-,5.961538461538462,5,0.0,0.297,1.46,-,No,No Usage,New Customer
OHLYAFS,374.0,358.88461538461536,301,101.51478862126244,0.9726179401993356,9.447,-4.04154668860552,No,Low Usage,Stable
OHMATHP,13.0,5.961538461538462,5,0.0,0.2602,1.275,-54.142011834319526,No,No Usage,Stable
OHMCKHL,838.0,500.7692307692308,420,130.35355015,1.145838095238095,12.613,-40.242335230402055,Yes,Low Usage,Negative Growth
OHMIDOH,-,13.115384615384617,11,0.0,1.578,9.774,-,No,No Usage,New Customer
OHMODPW,4537.0,7381.576923076923,6191,62.59674207656275,0.7941381036989178,27.926,62.697309302995876,Yes,High Usage,High Growth
OHMUSBH,184.0,5.961538461538462,5,0.0,1.2936,6.441,-96.76003344481606,Yes,No Usage,Stable
OHNDI,36.0,171.69230769230768,144,67.43346445833333,0.7371041666666667,5.075,376.92307692307685,Yes,Very Low Usage,High Growth
OHPEPRO,-,5.961538461538462,5,0.0,1.0862,5.387,-,No,No Usage,New Customer
OHPIKEC,316.0,295.6923076923077,248,65.36433905241935,2.0649717741935487,8.844,-6.426484907497571,No,Very Low Usage,Stable
OHPRISM,-,5.961538461538462,5,0.0,0.8436,4.189,-,No,No Usage,New Customer
OHPSYCC,-,5.961538461538462,5,0.0,1.2612,6.279,-,No,No Usage,New Customer
OHRAVEN,927.0,718.9615384615385,603,123.52309928689884,1.1000248756218909,17.37,-22.442120985810305,No,Low Usage,Negative Growth
OHREACH,-,5.961538461538462,5,0.0,1.1502,5.725,-,No,No Usage,New Customer
OHRFSCF,3778.0,3053.5,2561,80.19873743615774,0.9801245607184694,17.361,-19.17681312863949,No,High Usage,Negative Growth
OHRIVRS,-,5.961538461538462,5,0.0,1.34,6.673,-,No,No Usage,New Customer
OHSCCRC,-,5.961538461538462,5,0.0,0.5642,2.78,-,No,No Usage,New Customer
OHSCITO,169.0,5.961538461538462,5,0.0,1.6957999999999998,8.446,-96.47246244879382,Yes,No Usage,Stable
OHSHCCC,511.0,5.961538461538462,5,0.0,0.8708,4.318,-98.83335842239951,Yes,No Usage,Stable
OHSIXCO,450.0,333.84615384615387,280,97.404833675,0.9449571428571428,8.856,-25.81196581196581,No,Low Usage,Negative Growth
OHSTJOE,256.0,833.4230769230769,699,54.6720101130186,0.6538354792560801,10.434,225.5558894230769,Yes,Low Usage,High Growth
OHTALBT,3864.0,3374.230769230769,2830,85.60111764522968,1.2537060070671378,48.656,-12.675187131708876,No,High Usage,Stable
OHUMADA,-,5.961538461538462,5,0.0,0.625,3.077,-,No,No Usage,New Customer
OHUMC,6804.0,8833.807692307691,7409,48.40672129248212,0.5564543123228507,13.561,29.832564554786767,No,Very High Usage,Medium Growth
OHWOMENS,380.0,152.6153846153846,128,11.23208521875,0.293703125,3.941,-59.83805668016194,Yes,Very Low Usage,Negative Growth
ORBRCHG,3265.0,1865.9615384615383,1565,60.33622621469648,0.6257354632587859,9.997,-42.84957003180586,Yes,Medium Usage,Negative Growth
ORBRWRC,-,115.65384615384616,97,8.175758391752577,0.4407319587628865,1.645,-,No,Very Low Usage,New Customer
ORCFD,-,100.15384615384616,84,180.29555920238096,3.354869047619048,18.808,-,No,Very Low Usage,New Customer
ORCOLCR,228.0,2883.0,2418,97.82457900289496,0.7885504549214226,13.557,1164.4736842105265,Yes,Medium Usage,High Growth
ORFAMSL,161.0,56.03846153846154,47,128.70919327659573,1.0005531914893615,10.013,-65.19350215002389,Yes,Very Low Usage,Stable
ORKRSNW,-,36.96153846153846,31,30.951889322580644,0.6288064516129032,3.67,-,No,Very Low Usage,New Customer
ORLKGLS,-,13.115384615384617,11,0.0,1.5018181818181815,9.361,-,No,No Usage,New Customer
ORNHSOH,1225.0,320.7307692307692,269,205.8103894907063,1.3842342007434945,9.002,-73.81789638932496,Yes,Very Low Usage,Negative Growth
OROCP,1241.0,1343.7307692307693,1127,73.9341168287489,0.689321206743567,7.821,8.2780635963553,No,Medium Usage,Stable
ORSLNMH,3241.0,1389.0384615384614,1165,40.336479099570816,0.588298712446352,10.893,-57.141670424607796,Yes,Medium Usage,Negative Growth
ORVOAOR,-,5.961538461538462,5,0.0,1.538,7.66,-,No,No Usage,New Customer
ORWBC,-,13.115384615384617,11,0.0,1.85,13.166,-,No,No Usage,New Customer
ORWILLF,453.0,966.9615384615385,811,47.47420165351418,0.5057792848335388,7.78,113.45729325861775,Yes,Low Usage,High Growth
ORXPIOH,-,53.65384615384615,45,3.610540666666667,0.3828444444444445,3.293,-,No,Very Low Usage,New Customer
ORXPIOHEDS,-,5.961538461538462,5,0.0,0.8752000000000001,4.353,-,No,No Usage,New Customer
ORXPIOHI2,-,5.961538461538462,5,0.0,1.1954,5.951,-,No,No Usage,New Customer
PAARCMANOR,-,5.961538461538462,5,0.0,1.157,5.754,-,No,No Usage,New Customer
PAAUBER,-,5.961538461538462,5,0.0,1.6916,8.427,-,No,No Usage,New Customer
PACCTC,206.0,320.7307692307692,269,50.5211036654275,0.5582639405204461,4.801,55.69454817027633,Yes,Very Low Usage,High Growth
PACFF,1182.0,893.0384615384615,749,79.5493573965287,0.8757837116154873,15.723,-24.446830665104777,No,Low Usage,Negative Growth
PACOGI,-,5.961538461538462,5,0.0,0.4056,2.001,-,No,No Usage,New Customer
PACRSCS,1006.0,439.96153846153845,369,23.162527100271003,0.5303008130081301,6.619,-56.266248661874904,Yes,Low Usage,Negative Growth
PACVCAI,-,13.115384615384617,11,0.0,0.8727272727272727,4.941,-,No,No Usage,New Customer
PADCFCM,108.0,22.65384615384616,19,43.56293836842105,1.605263157894737,5.73,-79.02421652421651,Yes,No Usage,Stable
PAFSH,-,13.115384615384617,11,0.0,0.3439090909090909,2.61,-,No,No Usage,New Customer
PAICFSI,20.0,5.961538461538462,5,0.0,1.2746,6.339,-70.1923076923077,No,No Usage,Stable
PAJADEW,-,11.923076923076923,10,0.0,1.6106000000000005,10.247,-,No,No Usage,New Customer
PAJFKBH,-,13.115384615384617,11,0.0,0.2625454545454545,1.583,-,No,No Usage,New Customer
PAKEYSN,1867.0,945.5,793,140.62580574274904,1.05824842370744,14.376,-49.35725763256561,Yes,Medium Usage,Negative Growth
PALARCHE,44.0,84.65384615384616,71,11.744040352112677,0.792887323943662,7.904,92.39510489510491,No,Very Low Usage,Stable
PALCARC,236.0,239.65384615384616,201,20.62899774626866,0.3412238805970149,4.139,1.5482398956975256,No,Very Low Usage,Stable
PANORTC,-,5.961538461538462,5,0.0,0.043,0.185,-,No,No Usage,New Customer
PAPYRMD,2596.0,1681.1538461538462,1410,215.57422916524823,2.566982978723404,45.971,-35.24060685077634,Yes,Very High Usage,Negative Growth
PASTRAW,2770.0,2737.538461538461,2296,68.9435147565331,0.632251306620209,8.542,-1.171896695362403,No,High Usage,Stable
PAUNITY,47.0,25.03846153846154,21,5.533928190476191,0.4128095238095238,1.869,-46.726677577741405,No,No Usage,Stable
PAVPS,123.0,81.07692307692308,68,7.356151985294118,0.4718970588235294,10.139,-34.0838023764853,Yes,Very Low Usage,Stable
PAWOODS,-,5.961538461538462,5,0.0,0.5222,2.587,-,No,No Usage,New Customer
PBH,-,5.961538461538462,5,0.0,1.5628,7.79,-,No,No Usage,New Customer
PCFCS,-,5.961538461538462,5,0.0,0.4774,2.363,-,No,No Usage,New Customer
PFORP,232.0,493.61538461538464,414,50.97288254830918,0.5732898550724638,6.451,112.76525198938994,Yes,Low Usage,High Growth
PIN,1110.0,1709.7692307692307,1434,191.86062607461648,3.429742677824268,257.551,54.033264033264025,Yes,Medium Usage,High Growth
PSYSVC,-,5.961538461538462,5,0.0,2.675,13.351,-,No,No Usage,New Customer
PTHWY,1486.0,1889.807692307692,1585,416.0856136984227,1.6124182965299685,17.819,27.17413810953514,No,Medium Usage,Medium Growth
PWAYGA,-,11.923076923076923,10,0.0,1.0236,8.877,-,No,No Usage,New Customer
RBMHC,951.0,1073.076923076923,900,29.381969341111112,0.55955,23.21,12.836690123756373,No,Medium Usage,Stable
RINEBAS,-,22.65384615384616,19,34.20647215789474,0.7465263157894736,3.069,-,No,No Usage,New Customer
SBHIO,36.0,70.34615384615384,59,66.44462945762712,0.9902881355932204,4.785,95.4059829059829,No,Very Low Usage,Stable
SCBHS,2785.0,2185.5,1833,294.976506198036,1.6068957992362247,24.538,-21.526032315978455,No,Medium Usage,Negative Growth
SCCTC,2212.0,1482.0384615384614,1243,46.0283644456959,0.672266291230893,18.363,-33.00006955070246,Yes,Medium Usage,Negative Growth
SCHRC,-,5.961538461538462,5,0.0,0.7048,3.496,-,No,No Usage,New Customer
SDLSSSD,352.0,242.03846153846152,203,12.889908497536943,0.4120788177339901,8.23,-31.239073426573434,Yes,Very Low Usage,Negative Growth
SHLTR,528.0,434.0,364,11.346130532967036,0.2940604395604395,5.14,-17.803030303030305,No,Low Usage,Negative Growth
SIGNL,-,5.961538461538462,5,0.0,1.1868,5.901,-,No,No Usage,New Customer
SMEMR,697.0,267.07692307692304,224,98.56723016071427,0.7824241071428572,9.214,-61.68193356141707,Yes,Very Low Usage,Negative Growth
SMTPSY,-,5.961538461538462,5,0.0,1.47,7.324,-,No,No Usage,New Customer
SNTRO,-,5.961538461538462,5,0.0,0.6628000000000001,3.275,-,No,No Usage,New Customer
SOUND,-,17.884615384615383,15,0.0,0.8704,7.638,-,No,No Usage,New Customer
SWANS,1159.0,288.53846153846155,242,119.23749246694214,1.225876033057851,8.183,-75.10453308555121,Yes,Very Low Usage,Negative Growth
TCNBH,-,5.961538461538462,5,0.0,1.5337999999999998,7.636,-,No,No Usage,New Customer
TCNMCRC,-,5.961538461538462,5,0.0,0.2633999999999999,1.278,-,No,No Usage,New Customer
TCVMH,-,5.961538461538462,5,0.0,1.3112,6.531,-,No,No Usage,New Customer
TLLMK,-,27.423076923076923,23,4.8631086521739135,0.4503478260869565,2.495,-,No,No Usage,New Customer
TMHCATN,-,5.961538461538462,5,0.0,1.6042,7.998,-,No,No Usage,New Customer
TMPMH,-,5.961538461538462,5,0.0,0.9816,4.879,-,No,No Usage,New Customer
TNHEALTHCONNECT,3996.0,4347.153846153846,3646,117.22288385765222,1.6048170597915523,23.393,8.787633787633776,No,High Usage,Stable
TNQUINCO,-,259.92307692307696,218,9.522449178899082,0.3759862385321101,5.014,-,No,Very Low Usage,New Customer
TNRENEW,-,5.961538461538462,5,0.0,0.0396,0.162,-,No,No Usage,New Customer
TRAINING,-,5.961538461538462,5,0.0,0.063,0.287,-,No,No Usage,New Customer
TRIAL,-,5.961538461538462,5,0.0,0.1446,0.678,-,No,No Usage,New Customer
TRLDL,1683.0,1591.7307692307693,1335,16.359359786516855,0.5425662921348314,6.182,-5.423008364184832,No,Medium Usage,Stable
TRLGY,2343.0,493.61538461538464,414,124.04254940096618,3.011669082125604,76.401,-78.93233527036342,Yes,Low Usage,Negative Growth
TVC,2849.0,1747.923076923077,1466,16.346984893587997,0.3843697135061391,4.754,-38.647838647838654,Yes,Medium Usage,Negative Growth
TXATLTS,-,5.961538461538462,5,0.0,0.265,1.298,-,No,No Usage,New Customer
TXCAD,-,5.961538461538462,5,0.0,1.2364000000000002,6.154,-,No,No Usage,New Customer
TXEPCGC,1722.0,1206.6153846153843,1012,106.92336685573125,0.8543982213438734,10.422,-29.92942017332262,No,Medium Usage,Negative Growth
TXHOUST,-,5.961538461538462,5,0.0,1.3854,6.902,-,No,No Usage,New Customer
UCSIA,-,5.961538461538462,5,0.0,0.049,0.216,-,No,No Usage,New Customer
UTCPF,-,11.923076923076923,10,0.0,1.7609,15.549,-,No,No Usage,New Customer
UTPIHC,-,5.961538461538462,5,0.0,1.3162,6.552,-,No,No Usage,New Customer
VBHCS,-,5.961538461538462,5,0.0,0.6642,3.291,-,No,No Usage,New Customer
VILAG,224.0,398.2307692307692,334,54.81584904191617,0.8005149700598803,7.419,77.7815934065934,Yes,Low Usage,High Growth
VTARISS,3255.0,3115.5,2613,79.54922930271718,0.8762920015308076,13.772,-4.285714285714286,No,High Usage,Stable
WAACIHS,76.0,1151.7692307692307,966,32.92378785507246,0.4733964803312629,11.474,1415.4858299595141,Yes,Medium Usage,High Growth
WAAMBHS,226.0,201.5,169,9.619375964497042,0.4166272189349112,13.935,-10.84070796460177,No,Very Low Usage,Stable
WACCDOY,1761.0,406.57692307692304,341,15.778599029325513,0.3409266862170088,6.959,-76.91215655440527,Yes,Low Usage,Negative Growth
WACCSWW,602.0,222.96153846153848,187,29.861810748663103,0.358951871657754,2.843,-62.963199591106566,Yes,Very Low Usage,Negative Growth
WACHLDC,-,5.961538461538462,5,0.0,1.65,8.226,-,No,No Usage,New Customer
WACLRKC,-,5.961538461538462,5,0.0,1.0002,4.966,-,No,No Usage,New Customer
WACRMHS,3856.0,4926.615384615385,4132,53.00750591408519,1.1000070183930302,18.129,27.764921800191512,No,High Usage,Medium Growth
WACRSIS,-,5.961538461538462,5,0.0,1.6928,8.425,-,No,No Usage,New Customer
WADSBHC,47.0,73.92307692307692,62,7.62137164516129,0.3794677419354839,5.235,57.283142389525366,No,Very Low Usage,Stable
WADYTHS,-,5.961538461538462,5,0.0,0.1298,0.607,-,No,No Usage,New Customer
WAEXSYC,1931.0,2212.923076923077,1856,106.816872328125,0.6521276939655172,6.581,14.59984862367049,No,Medium Usage,Stable
WAFMLYS,202.0,47.69230769230769,40,15.30363985,1.0121,10.257,-76.3899466869764,Yes,Very Low Usage,Stable
WALIFLN,103.0,509.11538461538464,427,35.578230231850114,0.8569953161592506,9.721,394.2867811799851,Yes,Low Usage,High Growth
WAOLYPC,-,5.961538461538462,5,0.0,0.0291999999999999,0.099,-,No,No Usage,New Customer
WAPOCCS,24.0,5.961538461538462,5,0.0,0.544,2.693,-75.16025641025642,No,No Usage,Stable
WATRITS,854.0,763.0769230769231,640,31.68299375625,0.5697625000000001,6.767,-10.646730318861463,No,Low Usage,Stable
WAXPIOH,-,5.961538461538462,5,0.0,1.1984,5.962,-,No,No Usage,New Customer
WBRGN,-,5.961538461538462,5,0.0,0.267,1.31,-,No,No Usage,New Customer
WILDR,227.0,294.5,247,43.85370507692307,0.51748987854251,4.455,29.735682819383257,No,Very Low Usage,Medium Growth
WMHCTR,-,5.961538461538462,5,0.0,0.2113999999999999,1.021,-,No,No Usage,New Customer
YTHHM,11.0,77.5,65,2.6067602,0.2942153846153846,7.472,604.5454545454546,No,Very Low Usage,Stable
ZMBRO,24.0,5.961538461538462,5,0.0,1.9306,9.624,-75.16025641025642,No,No Usage,Stable
