Customer,Name,Hour,Queries,Total Runtime,Average Runtime
INDCTR,INDCTR_Writer,13,1477,2371.137,5.132331168831169
INDCTR,INDCTR_Writer,11,530,2301.0528,4.341609056603773
INDCTR,INDCTR_Writer,17,314,604.0756,1.9238076433121019
INDCTR,INDCTR_Viewer,15,40,198.1882,4.954705
INDCTR,INDCTR_Writer,15,23,103.6286,4.505591304347826
OCSDS,OCSDS_Writer,15,170,2721.9848,18.772308965517244
OCSDS,OCSDS_Viewer,17,93,2676.8579,37.70222394366197
OCSDS,OCSDS_Viewer,19,77,2161.6739,28.822318666666664
OCSDS,OCSDS_Viewer,18,178,1414.0698,11.49650243902439
OCSDS,OCSDS_Writer,16,210,1217.1708,6.955261714285715
CAMCC,CAMCC_Writer,18,1667,5924.7552,6.002791489361702
CAMCC,CAMCC_Writer,13,192,1409.8492,9.154864935064936
CAMCC,CAMCC_Viewer,15,533,1050.2135,2.9835610795454546
CAMCC,CAMCC_Writer,15,260,1023.8127,5.043412315270936
CAMCC,CAMCC_Viewer,14,724,869.8605,2.338334677419355
NJSTRES,NJSTRES_Viewer,16,110,502.4388,5.075139393939394
NJSTRES,NJSTRES_Viewer,22,72,475.9309,7.932181666666667
NJSTRES,NJSTRES_Writer,21,69,321.3847,5.843358181818182
NJSTRES,NJSTRES_Writer,20,20,263.1098,13.15549
NJSTRES,NJSTRES_Viewer,20,30,204.8653,6.828843333333333
TNHEALTHCONNECT,TNHEALTHCONNECT_Viewer,18,522,5315.2235,12.303758101851852
TNHEALTHCONNECT,TNHEALTHCONNECT_Viewer,20,933,4909.9749,6.994266239316239
TNHEALTHCONNECT,TNHEALTHCONNECT_Viewer,14,449,4222.8599,11.142110554089712
TNHEALTHCONNECT,TNHEALTHCONNECT_Viewer,15,649,4100.2751,7.231525749559083
TNHEALTHCONNECT,TNHEALTHCONNECT_Viewer,0,181,2872.4283,16.32061534090909
PIN,PIN_Writer,15,1229,5698.495,11.195471512770137
PIN,PIN_Writer,18,216,4989.5229,31.380647169811322
PIN,PIN_Viewer,19,93,4423.1106,55.2888825
PIN,PIN_Writer,13,1277,2593.8562,4.82129405204461
PIN,PIN_Writer,16,454,2160.73,13.095333333333333
ALSPECT,ALSPECT_Writer,15,1821,5646.2345,5.0684331238779174
ALSPECT,ALSPECT_Writer,16,877,2561.3684,4.699758532110091
ALSPECT,ALSPECT_Writer,21,1054,2556.1049,4.2744229096989965
ALSPECT,ALSPECT_Writer,14,702,2282.3357,4.620112753036437
ALSPECT,ALSPECT_Writer,20,619,1713.5797,4.59404745308311
MDJWSCS,MDJWSCS_Writer,16,1686,3476.3812,4.672555376344086
MDJWSCS,MDJWSCS_Writer,14,1368,2958.5307,3.251132637362637
MDJWSCS,MDJWSCS_Writer,15,1125,2616.1518,3.5497310719131616
MDJWSCS,MDJWSCS_Writer,17,1846,2356.0547,3.399790331890332
MDJWSCS,MDJWSCS_Writer,13,724,2065.628,3.7353128390596746
GAAACSB,GAAACSB_Viewer,17,698,2989.1319,4.2824239255014325
GAAACSB,GAAACSB_Viewer,16,427,2279.9879,5.339550117096019
GAAACSB,GAAACSB_Writer,16,75,488.6754,13.207443243243244
GAAACSB,GAAACSB_Writer,21,48,291.4925,7.670855263157895
GAAACSB,GAAACSB_Writer,15,150,287.8791,3.308955172413793
OHSTJOE,OHSTJOE_Viewer,16,213,898.3804,4.361069902912622
OHSTJOE,OHSTJOE_Viewer,22,176,661.7777,4.188466455696203
OHSTJOE,OHSTJOE_Viewer,15,160,585.0629,3.656643125
OHSTJOE,OHSTJOE_Writer,12,134,517.2643,4.04112734375
OHSTJOE,OHSTJOE_Viewer,13,133,395.4405,3.214963414634146
SOUND,SOUND_Viewer,1,176,2560.0011,15.421693373493975
SOUND,SOUND_Writer,19,161,2202.6144,16.56101052631579
SOUND,SOUND_Writer,20,185,1076.7062,7.477126388888889
SOUND,SOUND_Writer,16,137,687.1612,5.41071811023622
SOUND,SOUND_Writer,18,59,211.3387,4.143896078431372
DEMO2,DEMO2_Writer,13,921,27249.8856,103.61173231939163
DEMO2,DEMO2_Writer,10,1703,12518.8557,28.712971788990824
DEMO2,DEMO2_Writer,18,394,5282.155,16.610550314465407
DEMO2,DEMO2_Writer,19,803,1200.9025,3.4019900849858353
DEMO2,DEMO2_Writer,21,672,1155.3774,2.9029582914572867
GAHLND,GAHLND_Writer,10,10567,63546.2117,42.335917188540975
GAHLND,GAHLND_Writer,19,909,9404.3763,22.33818598574822
GAHLND,GAHLND_Viewer,21,675,6000.0141,13.129133698030635
GAHLND,GAHLND_Writer,16,2390,5404.446,13.117587378640776
GAHLND,GAHLND_Writer,14,3288,5168.7004,9.279533931777378
MTHFH,MTHFH_Viewer,14,39,1155.7959,29.63579230769231
MTHFH,MTHFH_Writer,16,75,648.0885,14.72928409090909
MTHFH,MTHFH_Writer,13,182,225.1846,5.117831818181818
MTHFH,MTHFH_Viewer,17,41,213.8714,5.216375609756097
MTHFH,MTHFH_Writer,21,52,131.6323,5.265292
MOQOPC,MOQOPC_Writer,21,282,423.8233,2.3415651933701658
MOQOPC,MOQOPC_Writer,20,209,359.0414,2.7407740458015266
MOQOPC,MOQOPC_Writer,18,148,331.28,2.548307692307692
MOQOPC,MOQOPC_Writer,22,295,308.6399,1.6773907608695653
MOQOPC,MOQOPC_Viewer,15,133,298.8593,3.018780808080808
OHCLS,OHCLS_Viewer,18,183,964.9555,5.812984939759036
OHCLS,OHCLS_Viewer,19,198,780.9125,4.820447530864198
OHCLS,OHCLS_Viewer,17,151,637.4934,5.182873170731707
OHCLS,OHCLS_Viewer,16,132,533.3818,4.7623375
OHCLS,OHCLS_Viewer,13,75,478.992,7.257454545454546
IAAHFA,IAAHFA_Writer,19,37,38.7714,2.280670588235294
PAKEYSN,PAKEYSN_Writer,16,381,1508.4547,7.77553969072165
PAKEYSN,PAKEYSN_Writer,12,167,1109.442,11.206484848484848
PAKEYSN,PAKEYSN_Writer,15,185,930.2535,6.692471223021583
PAKEYSN,PAKEYSN_Viewer,17,236,920.8356,5.547202409638555
PAKEYSN,PAKEYSN_Writer,17,264,911.4157,5.120312921348314
OHLYAFS,OHLYAFS_Writer,10,324,1036.6336,5.484833862433862
OHLYAFS,OHLYAFS_Writer,16,202,386.1273,2.5571344370860927
OHLYAFS,OHLYAFS_Writer,17,156,297.5001,2.63274424778761
OHLYAFS,OHLYAFS_Writer,15,103,261.8825,2.785984042553191
OHLYAFS,OHLYAFS_Writer,21,113,233.387,2.244105769230769
MABOSTN,MABOSTN_Viewer,15,105,593.8679,7.069855952380952
MABOSTN,MABOSTN_Viewer,20,65,416.7122,7.441289285714285
MABOSTN,MABOSTN_Viewer,18,78,400.9198,5.727425714285714
MABOSTN,MABOSTN_Writer,16,118,335.7294,3.4258102040816327
MABOSTN,MABOSTN_Viewer,16,40,232.6306,6.461961111111111
NJTCFGE,NJTCFGE_Writer,14,1108,4718.9385,5.386916095890411
NJTCFGE,NJTCFGE_Writer,18,1142,4273.0733,4.883512342857143
NJTCFGE,NJTCFGE_Writer,19,1162,3614.414,3.8990442286947142
NJTCFGE,NJTCFGE_Writer,13,954,3433.1229,4.696474555403556
NJTCFGE,NJTCFGE_Writer,16,917,3067.4525,3.93263141025641
MSCANPY,MSCANPY_Viewer,15,408,1563.2302,4.259482833787466
MSCANPY,MSCANPY_Viewer,21,422,1506.7135,4.679234472049689
MSCANPY,MSCANPY_Viewer,16,353,1277.2183,5.1088732
MSCANPY,MSCANPY_Viewer,20,447,1033.8743,3.492818581081081
MSCANPY,MSCANPY_Viewer,19,607,975.6042,2.482453435114504
CAHILLS,CAHILLS_Writer,19,58,115.2971,2.9563358974358973
MNNHCFS,MNNHCFS_Writer,17,2,7.6377,3.81885
SDLSSSD,SDLSSSD_Viewer,16,206,632.0347,3.274791191709845
SDLSSSD,SDLSSSD_Viewer,15,246,543.8525,2.417122222222222
SDLSSSD,SDLSSSD_Viewer,14,214,534.3774,2.5325943127962085
SDLSSSD,SDLSSSD_Viewer,18,174,360.8556,2.559259574468085
SDLSSSD,SDLSSSD_Viewer,20,117,337.044,2.8807179487179484
UTCPF,UTCPF_Writer,20,105,408.3729,5.671845833333333
UTCPF,UTCPF_Writer,18,7,17.8906,5.963533333333333
UTCPF,UTCPF_Writer,17,2,8.917,4.4585
LACAHSD,LACAHSD_Writer,13,453,1824.851,6.402985964912281
LACAHSD,LACAHSD_Writer,15,499,1602.1047,4.249614588859417
LACAHSD,LACAHSD_Viewer,14,74,1520.7495,22.697753731343283
LACAHSD,LACAHSD_Writer,14,398,1289.4057,4.902683269961977
LACAHSD,LACAHSD_Writer,16,651,1247.3816,3.7914334346504557
MOPREFH,MOPREFH_Viewer,16,3391,13003.7902,4.226126161845953
MOPREFH,MOPREFH_Viewer,20,3574,11256.6849,3.8856351052813256
MOPREFH,MOPREFH_Viewer,15,3730,11133.1619,3.4747696317103616
MOPREFH,MOPREFH_Viewer,18,3013,10833.2459,3.9479759110787174
MOPREFH,MOPREFH_Viewer,19,3107,10075.1403,3.5227763286713283
NJJHI,NJJHI_Writer,17,28,71.8975,4.49359375
NJJHI,NJJHI_Writer,15,31,45.7966,2.6939176470588233
NJJHI,NJJHI_Writer,19,29,43.4549,2.556170588235294
NJJHI,NJJHI_Writer,18,24,42.6992,2.2473263157894734
NJJHI,NJJHI_Writer,14,29,15.2978,2.5496333333333334
IAYTHSS,IAYTHSS_Viewer,20,147,1003.2122,6.9667513888888895
IAYTHSS,IAYTHSS_Viewer,14,189,653.3781,6.806021875
IAYTHSS,IAYTHSS_Viewer,16,43,572.7557,14.68604358974359
IAYTHSS,IAYTHSS_Viewer,18,127,558.3291,6.492198837209303
IAYTHSS,IAYTHSS_Viewer,19,115,436.0015,4.688188172043011
OHLGRCI,OHLGRCI_Viewer,20,132,577.6196,9.958958620689655
OHLGRCI,OHLGRCI_Viewer,18,45,337.4569,9.641625714285714
OHLGRCI,OHLGRCI_Viewer,15,63,315.9168,11.700622222222224
OHLGRCI,OHLGRCI_Viewer,17,31,234.5259,11.1679
OHLGRCI,OHLGRCI_Viewer,16,59,226.3481,13.314594117647058
MAMENT,MAMENT_Viewer,20,40,70.9077,2.8363080000000003
UTPIHC,UTPIHC_Viewer,21,134,981.5118,10.905686666666666
UTPIHC,UTPIHC_Viewer,16,167,931.6695,9.41080303030303
UTPIHC,UTPIHC_Viewer,17,151,795.7966,6.266114960629921
UTPIHC,UTPIHC_Viewer,11,100,554.7406,5.547406
UTPIHC,UTPIHC_Viewer,15,60,536.161,9.244155172413793
OHPEPRO,OHPEPRO_Writer,17,20,114.2967,6.015615789473684
CAMHALA,CAMHALA_Viewer,21,371,879.4403,2.705970153846154
CAMHALA,CAMHALA_Viewer,16,294,760.4078,3.1164254098360655
CAMHALA,CAMHALA_Viewer,22,317,714.2757,2.790139453125
CAMHALA,CAMHALA_Viewer,18,400,684.917,2.1812643312101914
CAMHALA,CAMHALA_Viewer,23,176,665.9038,4.214581012658228
IALUTSV,IALUTSV_Writer,18,1439,2003.2028,2.6709370666666667
IALUTSV,IALUTSV_Writer,15,1057,1935.2807,3.141689448051948
IALUTSV,IALUTSV_Writer,17,1244,1662.5948,2.0128266343825665
IALUTSV,IALUTSV_Writer,16,1270,1515.4862,1.9110796973518285
IALUTSV,IALUTSV_Writer,14,890,1413.8561,2.8913212678936606
OHFAMCC,OHFAMCC_Writer,16,715,4498.4611,7.106573617693524
OHFAMCC,OHFAMCC_Viewer,16,657,3266.3875,6.891112869198312
OHFAMCC,OHFAMCC_Writer,19,651,3000.1884,5.682175
OHFAMCC,OHFAMCC_Viewer,18,816,2391.3645,3.913853518821604
OHFAMCC,OHFAMCC_Viewer,20,706,2154.7734,4.192166147859922
KSCKMHC,KSCKMHC_Writer,16,311,1211.6295,4.521005597014925
KSCKMHC,KSCKMHC_Viewer,21,355,1061.8843,3.114030205278592
KSCKMHC,KSCKMHC_Viewer,19,382,935.7069,2.8269090634441087
KSCKMHC,KSCKMHC_Writer,20,198,923.7658,5.702258024691358
KSCKMHC,KSCKMHC_Writer,17,489,846.0457,2.783045065789474
AKFBNAT,AKFBNAT_Viewer,17,357,1287.9268,5.624134497816594
AKFBNAT,AKFBNAT_Writer,20,328,1054.2328,4.054741538461538
AKFBNAT,AKFBNAT_Writer,19,456,1015.683,2.7376900269541777
AKFBNAT,AKFBNAT_Writer,17,274,914.3759,3.8419155462184875
AKFBNAT,AKFBNAT_Writer,18,292,860.6094,3.4984121951219516
LAVOASL,LAVOASL_Viewer,19,279,2379.847,9.224213178294574
LAVOASL,LAVOASL_Viewer,20,154,623.6644,4.049768831168831
LAVOASL,LAVOASL_Writer,13,109,597.5368,6.948102325581395
LAVOASL,LAVOASL_Viewer,13,219,498.1697,3.3889095238095237
LAVOASL,LAVOASL_Viewer,18,162,439.7146,3.4897984126984127
AROBHAW,AROBHAW_Viewer,20,1005,3757.7449,4.255656738391846
AROBHAW,AROBHAW_Viewer,19,816,3117.933,3.9268677581863978
AROBHAW,AROBHAW_Viewer,15,495,1838.9607,3.745337474541752
AROBHAW,AROBHAW_Viewer,12,379,1565.3646,4.672730149253732
AROBHAW,AROBHAW_Viewer,14,459,1480.9462,3.428116203703704
OHFSRVA,OHFSRVA_Writer,20,2,9.9253,4.96265
CTCWBGC,CTCWBGC_Viewer,12,138,1028.3665,8.429233606557379
CTCWBGC,CTCWBGC_Viewer,16,48,179.4752,3.7390666666666665
CTCWBGC,CTCWBGC_Viewer,14,62,178.2192,3.7129
CTCWBGC,CTCWBGC_Viewer,13,23,121.5473,8.103153333333333
CTCWBGC,CTCWBGC_Viewer,18,23,113.9172,4.952921739130434
OCMACC,OCMACC_Writer,18,45,253.6247,8.454156666666666
ILAUNTM,ILAUNTM_Writer,14,2527,5178.0859,4.690295199275362
ILAUNTM,ILAUNTM_Writer,15,4140,5008.4261,3.9686419175911247
ILAUNTM,ILAUNTM_Writer,20,3218,4990.7738,4.6949894637817495
ILAUNTM,ILAUNTM_Writer,18,2042,4127.7967,4.326830922431865
ILAUNTM,ILAUNTM_Writer,16,1374,4036.9368,5.222427943078913
TXEPCGC,TXEPCGC_Writer,21,539,1444.7295,3.936592643051771
TXEPCGC,TXEPCGC_Writer,16,297,1314.7551,6.993378191489362
TXEPCGC,TXEPCGC_Viewer,15,128,699.1785,5.778334710743802
TXEPCGC,TXEPCGC_Writer,15,278,657.1303,4.006892073170732
TXEPCGC,TXEPCGC_Writer,20,302,595.0637,2.46914398340249
NJPREBH,NJPREBH_Writer,17,162,945.4956,6.099971612903226
NJPREBH,NJPREBH_Writer,19,67,314.5441,4.992763492063492
NJPREBH,NJPREBH_Viewer,18,65,175.9811,3.1425196428571427
NJPREBH,NJPREBH_Writer,20,96,155.6675,2.7797767857142857
NJPREBH,NJPREBH_Writer,22,19,155.0447,8.160247368421054
GAIT,GAIT_Viewer,15,486,6072.2238,14.287585411764706
GAIT,GAIT_Viewer,13,669,5657.2275,10.574257009345795
GAIT,GAIT_Viewer,18,361,5097.2958,16.878462913907285
GAIT,GAIT_Viewer,19,387,4031.4146,10.984780926430519
GAIT,GAIT_Viewer,17,381,3752.0961,10.781885344827586
GALKT,GALKT_Viewer,17,112,1969.0929,22.376055681818183
GALKT,GALKT_Writer,17,146,1314.41,11.331120689655172
GALKT,GALKT_Viewer,18,115,1045.2124,11.002235789473684
GALKT,GALKT_Writer,18,186,743.494,6.465165217391305
GALKT,GALKT_Viewer,14,56,692.0009,12.357158928571428
GAGTWY,GAGTWY_Writer,16,150,2152.9222,16.310016666666666
GAGTWY,GAGTWY_Writer,14,105,1599.7185,23.87639552238806
GAGTWY,GAGTWY_Writer,15,130,1266.8005,14.730238372093025
GAGTWY,GAGTWY_Writer,17,154,1168.3028,7.635966013071895
GAGTWY,GAGTWY_Writer,12,76,906.3147,12.084196
BHNINC,BHNINC_Viewer,17,1266,33878.3248,31.36881925925926
BHNINC,BHNINC_Viewer,13,1242,32512.9392,36.82099569648924
BHNINC,BHNINC_Viewer,15,1120,31045.4618,32.47433242677825
BHNINC,BHNINC_Viewer,14,1129,24390.3374,26.113851605995716
BHNINC,BHNINC_Viewer,18,1020,23564.2269,26.446943771043774
PAPYRMD,PAPYRMD_Viewer,17,477,4261.3527,10.293122463768118
PAPYRMD,PAPYRMD_Viewer,13,201,4009.46,20.667319587628867
PAPYRMD,PAPYRMD_Viewer,21,384,3635.8071,11.579003503184714
PAPYRMD,PAPYRMD_Viewer,19,322,3521.4681,12.227319791666666
PAPYRMD,PAPYRMD_Viewer,15,309,3478.1917,13.9127668
VBHCS,VBHCS_Viewer,23,25,197.0454,19.70454
OAKLAWN,OAKLAWN_Writer,16,5395,19291.2416,15.274142201108473
OAKLAWN,OAKLAWN_Writer,20,4283,15703.8963,10.997126260504201
OAKLAWN,OAKLAWN_Writer,17,4192,13261.8658,13.040182694198624
OAKLAWN,OAKLAWN_Writer,18,3904,12723.9229,12.401484307992202
OAKLAWN,OAKLAWN_Writer,19,2247,10747.3945,12.254725769669328
DECNXNS,DECNXNS_Writer,13,183,7150.75,53.765037593984964
DECNXNS,DECNXNS_Writer,15,125,4129.6606,46.92796136363636
DECNXNS,DECNXNS_Writer,12,22,2735.5384,124.34265454545454
DECNXNS,DECNXNS_Writer,14,135,2388.3531,20.950465789473682
DECNXNS,DECNXNS_Writer,17,53,2270.9338,49.368126086956515
SCBHS,SCBHS_Viewer,17,458,3954.3979,9.505764182692307
SCBHS,SCBHS_Viewer,13,454,2940.1791,8.055285205479452
SCBHS,SCBHS_Viewer,18,380,2591.4886,8.02318452012384
SCBHS,SCBHS_Viewer,19,375,2083.5943,6.6356506369426755
SCBHS,SCBHS_Viewer,12,361,2051.1126,6.553075399361022
CPSVC,CPSVC_Viewer,16,16,162.3439,10.14649375
GBCTR,GBCTR_Viewer,15,388,2150.3408,7.545055438596491
GBCTR,GBCTR_Viewer,18,133,829.7746,6.857641322314049
GBCTR,GBCTR_Viewer,13,103,728.554,7.3591313131313125
GBCTR,GBCTR_Viewer,16,101,590.5872,6.15195
GBCTR,GBCTR_Writer,13,128,573.6596,4.903073504273504
OHBRITV,OHBRITV_Viewer,14,155,1024.3248,9.663441509433962
OHBRITV,OHBRITV_Viewer,12,44,624.4663,15.611657500000002
OHBRITV,OHBRITV_Viewer,17,69,549.7363,10.372383018867925
OHBRITV,OHBRITV_Viewer,13,71,497.2612,9.562715384615384
OHBRITV,OHBRITV_Viewer,16,22,237.2035,13.177972222222222
KYSELFR,KYSELFR_Viewer,16,540,7094.1886,14.872512788259959
KYSELFR,KYSELFR_Viewer,12,385,6901.1721,21.169239570552147
KYSELFR,KYSELFR_Viewer,17,465,4252.0222,9.14413376344086
KYSELFR,KYSELFR_Viewer,13,339,2822.8226,9.440878260869566
KYSELFR,KYSELFR_Viewer,22,361,2658.3282,10.46585905511811
DPHMH,DPHMH_Viewer,14,155,812.2314,6.296367441860466
DPHMH,DPHMH_Viewer,19,93,745.6799,9.205924691358025
DPHMH,DPHMH_Viewer,21,159,672.5873,5.057047368421053
DPHMH,DPHMH_Viewer,20,80,603.547,7.639835443037975
DPHMH,DPHMH_Viewer,16,103,482.7489,4.976792783505155
ARCHTEMP,ARCHTEMP_Viewer,21,37,132.5071,3.785917142857143
DEMOSYS,DEMOSYS_Viewer,21,169,322.4245,2.6646652892561984
DEMOSYS,DEMOSYS_Viewer,20,237,280.6543,1.7218055214723924
DEMOSYS,DEMOSYS_Writer,17,74,262.9922,4.696289285714286
DEMOSYS,DEMOSYS_Viewer,15,27,87.4131,3.237522222222222
DEMOSYS,DEMOSYS_Writer,19,83,84.8039,1.4877877192982456
DEMOSYS_CRED,DEMOSYS_CRED_Viewer,16,11,28.8284,2.88284
DEMOSYS_CRED,DEMOSYS_CRED_Viewer,19,10,7.2359,0.72359
DEMOSYS_CRED,DEMOSYS_CRED_Viewer,15,4,3.5054,0.87635
DEMOSYS_CRED,DEMOSYS_CRED_Viewer,18,1,1.7776,1.7776
CASCHARP,CASCHARP_Writer,19,767,4122.2655,6.5956248
CASCHARP,CASCHARP_Writer,0,543,3603.173,7.522281837160751
CASCHARP,CASCHARP_Viewer,23,557,2644.4026,5.532223012552301
CASCHARP,CASCHARP_Writer,17,339,2484.6394,7.4168340298507465
CASCHARP,CASCHARP_Writer,18,366,2003.1389,5.473057103825137
NYIBDCC,NYIBDCC_Writer,15,922,3114.0033,5.038840291262136
NYIBDCC,NYIBDCC_Writer,16,358,2336.8799,7.948571088435374
NYIBDCC,NYIBDCC_Writer,20,605,2121.6547,5.3041367500000005
NYIBDCC,NYIBDCC_Writer,14,385,2055.059,7.261692579505301
NYIBDCC,NYIBDCC_Writer,17,300,1903.8194,8.423979646017699
DRUMMOND,DRUMMOND_Viewer,16,21,38.8508,1.8500380952380953
NJCMMAU,NJCMMAU_Writer,17,115,1958.3349,19.98300918367347
NJCMMAU,NJCMMAU_Writer,18,156,1840.9232,16.148449122807015
NJCMMAU,NJCMMAU_Writer,19,50,1276.5611,25.531222
NJCMMAU,NJCMMAU_Viewer,19,126,949.7319,10.10353085106383
NJCMMAU,NJCMMAU_Writer,13,135,938.3494,9.199503921568628
OHWOMENS,OHWOMENS_Viewer,18,230,632.6371,2.8626113122171946
OHWOMENS,OHWOMENS_Viewer,15,188,555.2532,3.365170909090909
OHWOMENS,OHWOMENS_Viewer,14,235,537.6646,3.020587640449438
OHWOMENS,OHWOMENS_Viewer,20,59,311.7419,5.2837610169491525
OHWOMENS,OHWOMENS_Viewer,16,90,245.944,2.9993170731707317
CAMASADA,CAMASADA_Writer,16,402,732.581,3.1713463203463204
CAMASADA,CAMASADA_Writer,21,484,511.5707,1.5225318452380951
CAMASADA,CAMASADA_Writer,22,432,429.6312,1.5398967741935483
CAMASADA,CAMASADA_Writer,20,123,250.3159,2.2151849557522123
CAMASADA,CAMASADA_Writer,18,215,247.4364,1.4469964912280702
LABCMHOLD,LABCMHOLD_Writer,14,1725,5236.5631,3.2264714109673447
LABCMHOLD,LABCMHOLD_Writer,19,1211,3761.9165,3.2402381567614125
LABCMHOLD,LABCMHOLD_Writer,20,771,2726.1609,3.6155980106100793
LABCMHOLD,LABCMHOLD_Writer,16,599,1857.0362,4.037035217391304
LABCMHOLD,LABCMHOLD_Writer,15,530,1725.0149,3.623980882352941
OHISBHOHIO,OHISBHOHIO_Viewer,16,21,227.1789,11.956784210526315
OHISBHOHIO,OHISBHOHIO_Viewer,15,60,214.992,4.999813953488371
OHISBHOHIO,OHISBHOHIO_Viewer,17,10,60.0423,6.00423
OHISBHOHIO,OHISBHOHIO_Viewer,18,5,20.1121,4.02242
CTBHCAR,CTBHCAR_Viewer,13,66,627.9894,9.51499090909091
CTBHCAR,CTBHCAR_Viewer,18,48,558.171,11.628562500000001
CTBHCAR,CTBHCAR_Viewer,16,81,522.736,6.5342
CTBHCAR,CTBHCAR_Viewer,17,48,254.9147,7.966084375
CTBHCAR,CTBHCAR_Viewer,19,19,114.2748,6.0144631578947365
DRENK,DRENK_Viewer,3,10,46.349,4.6349
DRENK,DRENK_Viewer,19,11,40.8508,3.713709090909091
OHJCESC,OHJCESC_Viewer,14,115,902.5617,8.205106363636363
OHJCESC,OHJCESC_Viewer,18,4,37.1207,9.280175
OHJCESC,OHJCESC_Viewer,15,3,14.3963,4.798766666666666
MALCFTD,MALCFTD_Viewer,0,7,4.9883,0.7126142857142856
TRLGY,TRLGY_Viewer,19,394,7153.818,19.653346153846154
TRLGY,TRLGY_Viewer,16,721,5272.6691,9.674622201834863
TRLGY,TRLGY_Viewer,14,213,1889.4806,10.67503163841808
TRLGY,TRLGY_Viewer,17,206,1809.2307,11.7482512987013
