Customer,Name,Hour,Queries,Total Runtime,Average Runtime
WATRITS,WATRITS_Viewer,21,202,631.329,3.468840659340659
WATRITS,WATRITS_Viewer,15,188,409.4195,2.82358275862069
WATRITS,WATRITS_Viewer,22,183,330.8602,2.346526241134752
WATRITS,WATRITS_Viewer,19,137,329.5757,2.701440163934426
WATRITS,WATRITS_Viewer,16,151,279.9444,4.0571652173913035
CTSCADD,CTSCADD_Writer,10,13277,34118.2415,10.678635837245695
CTSCADD,CTSCADD_Writer,18,1789,5403.6023,6.078292800899887
CTSCADD,CTSCADD_Writer,15,1555,3998.5063,4.864362895377129
CTSCADD,CTSCADD_Writer,17,1468,3628.2771,4.78664525065963
CTSCADD,CTSCADD_Writer,14,1718,3245.9964,4.392417320703654
ALMAMHA,ALMAMHA_Viewer,17,79,209.4867,6.757635483870968
ALMAMHA,ALMAMHA_Viewer,15,43,186.2359,5.173219444444444
ALMAMHA,ALMAMHA_Viewer,16,52,162.0695,3.4482872340425534
ALMAMHA,ALMAMHA_Viewer,19,43,155.2552,3.610586046511628
ALMAMHA,ALMAMHA_Viewer,18,38,50.4891,4.207425
KYLIFSK,KYLIFSK_Viewer,16,1437,7405.9977,6.401035177182368
KYLIFSK,KYLIFSK_Viewer,15,1840,7319.4263,5.639003312788906
KYLIFSK,KYLIFSK_Viewer,20,1517,5637.9268,5.374572735938989
KYLIFSK,KYLIFSK_Viewer,19,1319,4513.0452,4.847524382384532
KYLIFSK,KYLIFSK_Viewer,13,1014,4248.5952,5.112629602888086
OHCOMHA,OHCOMHA_Writer,21,187,118.0144,0.6310930481283422
OHCOMHA,OHCOMHA_Writer,14,43,85.0705,2.025488095238095
OHCOMHA,OHCOMHA_Writer,15,247,84.5162,0.3478032921810699
OHCOMHA,OHCOMHA_Writer,20,53,66.7839,1.4518239130434782
OHCOMHA,OHCOMHA_Writer,13,30,32.0919,1.1066172413793105
PALARCHE,PALARCHE_Writer,16,44,172.1576,4.00366511627907
PALARCHE,PALARCHE_Writer,12,29,153.9637,9.62273125
PALARCHE,PALARCHE_Writer,15,17,35.6798,2.3786533333333333
PALARCHE,PALARCHE_Writer,14,10,23.5507,2.35507
PALARCHE,PALARCHE_Writer,13,3,9.2076,3.0692
AKXPIOH,AKXPIOH_Viewer,18,762,2226.867,3.512408517350158
AKXPIOH,AKXPIOH_Viewer,22,318,1884.5231,6.409942517006803
AKXPIOH,AKXPIOH_Viewer,19,382,1220.6868,4.455061313868613
AKXPIOH,AKXPIOH_Viewer,20,435,1059.4098,4.306543902439024
AKXPIOH,AKXPIOH_Viewer,17,202,593.7724,3.3546463276836156
ALVOASE,ALVOASE_Viewer,15,58,136.2961,3.028802222222222
ALVOASE,ALVOASE_Viewer,14,16,57.9045,3.61903125
ALVOASE,ALVOASE_Writer,15,11,34.3031,3.118463636363636
ALVOASE,ALVOASE_Viewer,17,10,33.1211,3.3121099999999997
ALVOASE,ALVOASE_Viewer,18,5,19.8594,3.97188
WALIFLN,WALIFLN_Viewer,18,122,593.2585,4.8627745901639345
WALIFLN,WALIFLN_Viewer,20,116,556.1218,4.794153448275862
WALIFLN,WALIFLN_Viewer,21,65,287.8724,4.719219672131148
WALIFLN,WALIFLN_Viewer,15,82,283.9527,4.056467142857143
WALIFLN,WALIFLN_Viewer,23,58,279.5034,4.819024137931034
CHRYSALIS,CHRYSALIS_Viewer,13,128,151.6177,1.89522125
CHRYSALIS,CHRYSALIS_Writer,19,51,130.3661,2.660532653061224
CHRYSALIS,CHRYSALIS_Writer,16,80,102.4441,1.296760759493671
CHRYSALIS,CHRYSALIS_Writer,13,32,90.2877,3.9255521739130437
CHRYSALIS,CHRYSALIS_Viewer,18,34,81.5603,2.8124241379310346
CMBRLD,CMBRLD_Writer,13,3551,9329.2976,8.927557511961723
CMBRLD,CMBRLD_Writer,16,406,786.2205,3.8730073891625616
CMBRLD,CMBRLD_Writer,14,221,719.6525,3.4765821256038647
CMBRLD,CMBRLD_Writer,18,328,582.1199,2.881781683168317
CMBRLD,CMBRLD_Writer,19,388,480.9464,2.5049291666666664
AKTANANA,AKTANANA_Writer,17,909,6384.3746,11.142015008726004
AKTANANA,AKTANANA_Writer,12,435,5471.9681,27.223721890547264
AKTANANA,AKTANANA_Writer,14,739,4120.3295,8.674377894736843
AKTANANA,AKTANANA_Writer,18,753,3152.3643,6.004503428571429
AKTANANA,AKTANANA_Writer,13,341,2282.7688,9.058606349206348
LAAAHSD,LAAAHSD_Writer,23,505,1925.5235,3.8129178217821784
LAAAHSD,LAAAHSD_Viewer,20,715,1602.3387,3.023280566037736
LAAAHSD,LAAAHSD_Viewer,16,281,1520.7705,5.5705879120879125
LAAAHSD,LAAAHSD_Viewer,19,562,1343.8852,2.8776985010706637
LAAAHSD,LAAAHSD_Viewer,13,578,1294.1124,3.7729224489795916
MAGADRA,MAGADRA_Viewer,15,48,534.1238,11.127579166666665
MAGADRA,MAGADRA_Viewer,18,25,293.3307,11.733227999999999
MAGADRA,MAGADRA_Viewer,16,11,128.4487,11.677154545454545
MAGADRA,MAGADRA_Viewer,13,5,28.9574,5.79148
OHCCHOO,OHCCHOO_Viewer,13,18,89.5364,4.9742444444444445
OHCCHOO,OHCCHOO_Viewer,0,4,27.0462,6.76155
AKKANA,AKKANA_Writer,21,194,231.1129,2.6873593023255813
AKKANA,AKKANA_Writer,20,76,113.5956,2.9893578947368424
AKKANA,AKKANA_Writer,14,19,51.0469,2.686678947368421
AKKANA,AKKANA_Viewer,18,2,1.2921,0.64605
AKKANA,AKKANA_Viewer,19,1,0.7452,0.7452
ALNAMHC,ALNAMHC_Writer,13,351,3592.5305,15.287363829787234
ALNAMHC,ALNAMHC_Writer,11,739,3221.1831,6.853581063829788
ALNAMHC,ALNAMHC_Viewer,20,717,2625.7682,4.29047091503268
ALNAMHC,ALNAMHC_Viewer,21,620,2365.7692,5.268973719376392
ALNAMHC,ALNAMHC_Viewer,13,935,2260.4153,3.3192588839941264
ILSRTCN,ILSRTCN_Viewer,18,40,89.8317,2.99439
ILSRTCN,ILSRTCN_Viewer,13,34,74.4415,2.2558030303030305
ILSRTCN,ILSRTCN_Viewer,15,31,56.5632,2.1755076923076926
ILSRTCN,ILSRTCN_Viewer,23,16,26.4217,1.65135625
ILSRTCN,ILSRTCN_Viewer,22,4,18.6254,4.65635
MASMDOC,MASMDOC_Viewer,18,188,728.3599,4.091909550561798
MASMDOC,MASMDOC_Viewer,19,255,727.9779,4.257180701754386
MASMDOC,MASMDOC_Viewer,15,48,140.0158,4.37549375
MASMDOC,MASMDOC_Viewer,8,7,128.5472,18.363885714285715
MASMDOC,MASMDOC_Viewer,16,19,57.4314,3.0227052631578943
OHCCC,OHCCC_Viewer,19,348,836.4276,3.144464661654135
OHCCC,OHCCC_Viewer,20,176,597.4294,3.930456578947368
OHCCC,OHCCC_Viewer,23,161,580.7742,3.607293167701863
OHCCC,OHCCC_Viewer,14,166,453.1614,3.5403234375
OHCCC,OHCCC_Viewer,13,121,426.3087,3.523212396694215
CAGHMHC,CAGHMHC_Writer,4,4,47.2825,11.820625
CAGHMHC,CAGHMHC_Writer,22,20,38.4677,1.9233850000000001
CAGHMHC,CAGHMHC_Writer,17,3,22.4145,7.4715
CAGHMHC,CAGHMHC_Writer,20,1,5.7993,5.7993
CBIC,CBIC_Writer,15,2165,2982.7179,2.837980875356803
CBIC,CBIC_Writer,18,4065,2742.9369,1.9289289029535865
CBIC,CBIC_Writer,16,3262,2664.5059,2.372667764915405
CBIC,CBIC_Writer,14,2022,2019.7601,2.736802303523035
CBIC,CBIC_Writer,19,5026,1710.4672,1.8392120430107528
FCAWEB,FCAWEB_Viewer,17,528,1897.9579,3.714203326810176
FCAWEB,FCAWEB_Viewer,18,150,567.4536,3.783024
FCAWEB,FCAWEB_Viewer,20,76,468.1258,6.15955
FCAWEB,FCAWEB_Viewer,16,25,181.4089,7.256355999999999
FCAWEB,FCAWEB_Viewer,15,31,143.2476,4.620890322580645
OHMCKHL,OHMCKHL_Writer,12,555,3220.5338,5.802763603603604
OHMCKHL,OHMCKHL_Viewer,19,255,593.3745,3.410198275862069
OHMCKHL,OHMCKHL_Viewer,12,62,301.3089,4.8598209677419355
OHMCKHL,OHMCKHL_Viewer,20,35,103.8259,2.9664542857142857
OHMCKHL,OHMCKHL_Writer,19,53,91.5195,1.7267830188679245
OHCRSCN,OHCRSCN_Writer,10,110,375.5,3.4136363636363636
OHCRSCN,OHCRSCN_Writer,13,111,270.037,2.4327657657657658
OHCRSCN,OHCRSCN_Writer,15,92,78.6929,3.9346449999999997
OHCRSCN,OHCRSCN_Writer,14,78,75.2348,2.0333729729729733
OHCRSCN,OHCRSCN_Writer,16,31,47.7935,3.676423076923077
OHRAVEN,OHRAVEN_Writer,16,103,721.2539,7.925867032967034
OHRAVEN,OHRAVEN_Writer,10,98,661.6821,6.751858163265306
OHRAVEN,OHRAVEN_Writer,17,118,511.8362,5.118362
OHRAVEN,OHRAVEN_Writer,12,119,474.9397,4.523235238095238
OHRAVEN,OHRAVEN_Writer,13,127,458.4194,4.677748979591836
OHSCITO,OHSCITO_Viewer,20,113,403.1304,3.839337142857143
OHSCITO,OHSCITO_Viewer,18,39,129.4078,4.174445161290323
HAMDN,HAMDN_Viewer,16,266,1356.6158,6.3690882629107985
HAMDN,HAMDN_Viewer,18,432,1126.7509,3.112571546961326
HAMDN,HAMDN_Viewer,15,163,990.6133,6.077382208588957
HAMDN,HAMDN_Viewer,17,109,822.9074,9.042938461538462
HAMDN,HAMDN_Viewer,14,282,647.5731,2.865367699115044
OHMUSBH,OHMUSBH_Viewer,18,176,312.6741,3.0356708737864078
OHMUSBH,OHMUSBH_Viewer,13,28,89.8896,3.2103428571428574
OHMUSBH,OHMUSBH_Viewer,12,13,78.2748,8.6972
OHMUSBH,OHMUSBH_Viewer,15,66,64.725,1.9613636363636362
OHMUSBH,OHMUSBH_Viewer,16,8,51.9512,6.4939
MHSDL,MHSDL_Viewer,18,325,713.6277,3.2886069124423964
MHSDL,MHSDL_Viewer,14,216,469.9216,3.480900740740741
MHSDL,MHSDL_Viewer,20,156,461.6608,3.8153785123966943
MHSDL,MHSDL_Viewer,19,174,459.4686,3.617862992125984
MHSDL,MHSDL_Viewer,13,95,351.0215,3.694963157894737
EMRGC,EMRGC_Writer,18,74,405.0459,6.4293000000000005
EMRGC,EMRGC_Viewer,16,158,339.9062,4.357771794871795
EMRGC,EMRGC_Writer,21,80,271.6438,3.670862162162162
EMRGC,EMRGC_Viewer,14,141,256.1555,2.0492440000000003
EMRGC,EMRGC_Writer,20,73,196.5794,4.273465217391304
NYLISCI,NYLISCI_Viewer,16,71,920.924,12.970760563380281
NYLISCI,NYLISCI_Viewer,14,44,328.2786,8.00679512195122
NYLISCI,NYLISCI_Viewer,13,18,75.968,4.220444444444444
NYLISCI,NYLISCI_Viewer,18,18,74.3859,4.13255
NYLISCI,NYLISCI_Viewer,19,7,33.2359,4.747985714285714
MALUKCC,MALUKCC_Writer,13,1729,4833.7509,4.692962038834952
MALUKCC,MALUKCC_Writer,17,137,483.6308,5.495804545454546
MALUKCC,MALUKCC_Writer,18,109,330.8706,3.8473325581395352
MALUKCC,MALUKCC_Writer,15,111,328.1497,3.646107777777778
MALUKCC,MALUKCC_Writer,20,206,287.632,2.4375593220338985
OHRFSCF,OHRFSCF_Viewer,12,883,2945.9426,4.31323953147877
OHRFSCF,OHRFSCF_Writer,15,937,2207.7258,6.1668318435754195
OHRFSCF,OHRFSCF_Writer,14,912,2009.6064,4.213011320754717
OHRFSCF,OHRFSCF_Writer,18,271,1982.6081,9.264523831775701
OHRFSCF,OHRFSCF_Viewer,14,461,1770.0982,4.645927034120735
NCOMM,NCOMM_Writer,17,18,44.1389,2.4521611111111112
NCOMM,NCOMM_Writer,21,28,32.1855,1.1920555555555554
NCOMM,NCOMM_Writer,18,9,29.7372,3.3041333333333336
NCOMM,NCOMM_Writer,23,25,27.3089,1.365445
NCOMM,NCOMM_Writer,15,9,22.4293,2.4921444444444445
OHUMC,OHUMC_Writer,13,4377,9739.5757,6.922228642501777
OHUMC,OHUMC_Writer,18,2596,8231.9755,6.079745568685377
OHUMC,OHUMC_Writer,20,2170,7798.5967,8.821941968325792
OHUMC,OHUMC_Writer,14,2656,6646.4568,6.93061188738269
OHUMC,OHUMC_Writer,15,4132,4944.7974,4.333740052585451
SMEMR,SMEMR_Writer,16,97,484.4686,5.6333558139534885
SMEMR,SMEMR_Writer,19,47,406.6594,9.682366666666667
SMEMR,SMEMR_Viewer,21,44,343.8104,7.813872727272727
SMEMR,SMEMR_Writer,21,59,277.8982,5.671391836734693
SMEMR,SMEMR_Viewer,17,51,148.195,3.7998717948717946
COCONSORTIUM,COCONSORTIUM_Viewer,22,149,1949.0918,15.109238759689921
COCONSORTIUM,COCONSORTIUM_Viewer,19,137,1932.4649,15.71109674796748
COCONSORTIUM,COCONSORTIUM_Viewer,20,35,1861.422,60.045870967741934
COCONSORTIUM,COCONSORTIUM_Viewer,15,52,693.9706,14.457720833333333
COCONSORTIUM,COCONSORTIUM_Viewer,16,43,388.09,11.414411764705882
ORXPIOHEDS,ORXPIOHEDS_Viewer,23,67,140.8729,2.428843103448276
ORXPIOHEDS,ORXPIOHEDS_Viewer,17,10,40.6095,4.06095
CLTSP,CLTSP_Viewer,16,76,460.5463,6.486567605633803
CLTSP,CLTSP_Viewer,15,87,313.413,5.055048387096774
CLTSP,CLTSP_Viewer,20,90,287.6201,4.292837313432836
CLTSP,CLTSP_Viewer,17,93,279.8365,4.909412280701755
CLTSP,CLTSP_Viewer,23,118,256.2146,2.6689020833333337
MONCMMH,MONCMMH_Writer,15,855,4522.2625,5.541988357843137
MONCMMH,MONCMMH_Viewer,20,344,1069.3392,3.752067368421052
MONCMMH,MONCMMH_Viewer,21,81,630.3388,10.166754838709677
MONCMMH,MONCMMH_Viewer,16,102,401.5134,5.283071052631579
MONCMMH,MONCMMH_Viewer,13,131,345.5681,3.3227701923076927
PADCFCM,PADCFCM_Viewer,18,71,331.9289,5.44145737704918
PADCFCM,PADCFCM_Viewer,22,7,276.7216,39.53165714285715
PADCFCM,PADCFCM_Viewer,13,105,239.4753,2.468817525773196
PADCFCM,PADCFCM_Viewer,14,77,186.2959,2.4194272727272725
PADCFCM,PADCFCM_Viewer,15,30,184.5624,7.6901
MOFGCBH,MOFGCBH_Viewer,16,11069,19353.6286,1.9382702653980972
MOFGCBH,MOFGCBH_Viewer,14,14360,19260.9065,1.5581997006714667
MOFGCBH,MOFGCBH_Viewer,15,12611,19094.4099,1.7091308539205154
MOFGCBH,MOFGCBH_Viewer,21,8060,15470.9784,2.1430916193378584
MOFGCBH,MOFGCBH_Viewer,13,10639,15241.4843,1.6252382490936235
OHCBHTH,OHCBHTH_Writer,17,150,3090.4637,24.923094354838707
OHCBHTH,OHCBHTH_Writer,16,142,1754.3151,14.14770241935484
OHCBHTH,OHCBHTH_Writer,18,220,1702.409,9.40557458563536
OHCBHTH,OHCBHTH_Writer,14,128,1567.1779,16.324769791666665
OHCBHTH,OHCBHTH_Viewer,16,602,1348.6552,2.8512794926004226
OHCCBH,OHCCBH_Writer,16,1067,1638.5002,2.8846834507042254
OHCCBH,OHCCBH_Writer,15,491,1577.6428,4.014358269720102
OHCCBH,OHCCBH_Writer,13,251,764.3664,3.4586714932126696
OHCCBH,OHCCBH_Writer,17,422,759.8059,2.274867964071856
OHCCBH,OHCCBH_Writer,19,346,717.7797,2.6584433333333335
MOBHR,MOBHR_Writer,11,1127,9543.1356,8.551196774193548
MOBHR,MOBHR_Viewer,16,2675,8840.8732,5.72595414507772
MOBHR,MOBHR_Viewer,12,2895,8303.9366,5.851963777307964
MOBHR,MOBHR_Writer,16,1372,6568.9771,7.6206230858468675
MOBHR,MOBHR_Viewer,13,3880,6207.4784,3.471744071588367
ORWILLF,ORWILLF_Writer,23,174,496.1409,3.569358992805755
ORWILLF,ORWILLF_Writer,19,153,406.6686,2.8638633802816904
ORWILLF,ORWILLF_Writer,18,147,371.9883,2.776032089552239
ORWILLF,ORWILLF_Writer,16,145,351.7974,2.4950170212765954
ORWILLF,ORWILLF_Writer,21,324,322.9681,1.7648530054644809
PACRSCS,PACRSCS_Viewer,14,101,416.4426,4.123194059405941
PACRSCS,PACRSCS_Viewer,11,54,355.7403,6.587783333333333
PACRSCS,PACRSCS_Viewer,17,119,323.5592,2.813558260869565
PACRSCS,PACRSCS_Writer,18,61,223.6887,3.728145
PACRSCS,PACRSCS_Viewer,16,87,222.8906,2.6222423529411767
VTARISS,VTARISS_Writer,17,482,3667.0616,8.277791422121895
VTARISS,VTARISS_Writer,13,416,3340.6965,8.745278795811519
VTARISS,VTARISS_Writer,18,418,2663.6236,7.179578436657682
VTARISS,VTARISS_Viewer,14,642,2030.4687,3.860206653992395
VTARISS,VTARISS_Writer,16,395,1878.7924,6.041133118971061
AKCCI,AKCCI_Viewer,23,860,1367.2161,3.0248143805309735
AKCCI,AKCCI_Viewer,19,421,975.4349,3.0674053459119497
AKCCI,AKCCI_Viewer,21,501,875.4665,3.5588069105691056
AKCCI,AKCCI_Viewer,16,239,726.5984,4.2491134502923975
AKCCI,AKCCI_Viewer,22,396,712.2841,2.7083045627376423
KYADANT,KYADANT_Viewer,20,154,428.7171,3.6331957627118645
KYADANT,KYADANT_Viewer,19,23,75.9335,3.30145652173913
KYADANT,KYADANT_Viewer,17,11,36.9969,3.3633545454545453
KYADANT,KYADANT_Viewer,16,13,36.0429,2.7725307692307695
ORCFD,ORCFD_Viewer,22,139,1125.7004,8.157249275362318
ORCFD,ORCFD_Viewer,18,7,143.6755,20.52507142857143
ORCFD,ORCFD_Viewer,23,39,128.4289,16.0536125
ORCFD,ORCFD_Viewer,21,37,105.3702,2.847843243243243
WAEXSYC,WAEXSYC_Viewer,16,895,2793.8458,4.767654948805461
WAEXSYC,WAEXSYC_Viewer,18,532,2241.6642,4.6507556016597515
WAEXSYC,WAEXSYC_Viewer,23,572,1807.116,3.4886409266409264
WAEXSYC,WAEXSYC_Viewer,21,430,1782.5715,4.728306366047746
WAEXSYC,WAEXSYC_Viewer,0,401,1717.3983,6.480748301886793
MNNPMHC,MNNPMHC_Viewer,20,59,204.2519,3.521584482758621
MNNPMHC,MNNPMHC_Viewer,13,85,188.1868,2.8513151515151516
MNNPMHC,MNNPMHC_Viewer,19,90,159.0612,3.313775
MNNPMHC,MNNPMHC_Viewer,16,95,150.2585,2.3850555555555557
MNNPMHC,MNNPMHC_Viewer,18,33,140.1263,4.246251515151514
NJVANHS,NJVANHS_Viewer,15,66,307.2364,4.65509696969697
NJVANHS,NJVANHS_Viewer,14,76,231.8615,3.9976120689655175
NJVANHS,NJVANHS_Viewer,18,19,58.2223,3.0643315789473684
NJVANHS,NJVANHS_Viewer,19,12,30.6877,2.5573083333333333
NJVANHS,NJVANHS_Viewer,17,6,18.5698,3.0949666666666666
YTHHM,YTHHM_Viewer,17,22,47.5767,2.162577272727273
YTHHM,YTHHM_Viewer,15,3,12.1509,4.0503
YTHHM,YTHHM_Viewer,20,3,10.3069,3.4356333333333335
ALSWAMH,ALSWAMH_Writer,19,478,1813.139,4.422290243902439
ALSWAMH,ALSWAMH_Writer,20,322,898.7002,4.180000930232558
ALSWAMH,ALSWAMH_Writer,15,199,589.3193,3.0377283505154637
ALSWAMH,ALSWAMH_Writer,18,159,577.2403,4.770580991735538
ALSWAMH,ALSWAMH_Writer,21,143,545.4304,5.050281481481481
NJRCHDH,NJRCHDH_Writer,18,750,2104.2752,3.685245534150613
NJRCHDH,NJRCHDH_Writer,12,235,1602.1602,7.486729906542056
NJRCHDH,NJRCHDH_Writer,17,841,1437.0195,2.903069696969697
NJRCHDH,NJRCHDH_Writer,14,465,1257.0623,4.305007876712329
NJRCHDH,NJRCHDH_Writer,19,948,1128.5111,3.058295663956639
GAHORIZONS,GAHORIZONS_Writer,11,3554,28088.9062,31.003207726269316
GAHORIZONS,GAHORIZONS_Viewer,12,2361,19324.9549,17.713065902841432
GAHORIZONS,GAHORIZONS_Writer,20,4087,13947.9084,9.033619430051814
GAHORIZONS,GAHORIZONS_Writer,19,3293,12265.0629,9.582080390625
GAHORIZONS,GAHORIZONS_Writer,12,1664,11349.9469,16.81473614814815
NYCNGSV,NYCNGSV_Viewer,15,4,34.6415,8.660375
NYCNGSV,NYCNGSV_Viewer,18,7,25.2319,3.604557142857143
NYCNGSV,NYCNGSV_Viewer,20,4,17.5585,4.389625
BGVLG,BGVLG_Viewer,15,303,1039.8248,3.5980096885813153
BGVLG,BGVLG_Viewer,18,301,915.5256,3.246544680851064
BGVLG,BGVLG_Viewer,17,373,744.1117,2.8510026819923375
BGVLG,BGVLG_Viewer,14,202,726.7841,3.7657207253886007
BGVLG,BGVLG_Viewer,20,178,617.9125,4.092135761589404
MAWYFSN,MAWYFSN_Writer,15,77,221.3031,2.874066233766234
MAWYFSN,MAWYFSN_Viewer,16,23,68.7434,2.9888434782608693
MAWYFSN,MAWYFSN_Viewer,13,13,30.3269,2.3328384615384614
MAWYFSN,MAWYFSN_Writer,21,1,22.7998,22.7998
MAWYFSN,MAWYFSN_Writer,3,1,9.7623,9.7623
MIWLSLS,MIWLSLS_Viewer,15,264,1461.966,8.077160220994475
MIWLSLS,MIWLSLS_Viewer,16,133,1412.2946,12.609773214285713
MIWLSLS,MIWLSLS_Viewer,18,50,962.6153,19.252306
MIWLSLS,MIWLSLS_Viewer,14,88,239.4504,3.8621032258064516
MIWLSLS,MIWLSLS_Viewer,2,42,155.0221,3.691002380952381
OROCP,OROCP_Viewer,21,390,834.4488,2.237128150134048
OROCP,OROCP_Viewer,16,131,520.7577,4.268505737704918
OROCP,OROCP_Writer,23,188,480.6087,3.080825
OROCP,OROCP_Writer,22,198,418.4571,2.5361036363636367
OROCP,OROCP_Writer,20,121,371.234,3.6042135922330094
RBMHC,RBMHC_Writer,21,403,1614.2435,8.407518229166667
RBMHC,RBMHC_Writer,15,314,653.2321,3.1106290476190472
RBMHC,RBMHC_Writer,22,305,633.6939,3.0761839805825244
RBMHC,RBMHC_Writer,17,254,360.2289,2.2514306250000002
RBMHC,RBMHC_Writer,0,114,345.1859,3.3190951923076923
DCCCA,DCCCA_Viewer,17,214,1019.7802,5.256598969072165
DCCCA,DCCCA_Viewer,21,61,544.156,8.920590163934426
DCCCA,DCCCA_Viewer,19,40,434.549,10.863724999999999
DCCCA,DCCCA_Viewer,20,64,312.6155,5.298567796610169
DCCCA,DCCCA_Viewer,16,86,284.0556,4.057937142857143
NJBNNBR,NJBNNBR_Writer,3,1,3.494,3.494
NJBNNBR,NJBNNBR_Writer,18,1,1.6735,1.6735
CTCCAOH,CTCCAOH_Viewer,20,168,460.4164,2.989716883116883
CTCCAOH,CTCCAOH_Viewer,15,104,369.3597,3.887996842105263
CTCCAOH,CTCCAOH_Viewer,21,192,336.257,2.8021416666666665
CTCCAOH,CTCCAOH_Viewer,17,97,308.3332,3.3882769230769227
CTCCAOH,CTCCAOH_Viewer,14,74,285.3213,3.8556932432432434
ORBRWRC,ORBRWRC_Viewer,22,50,69.5324,3.4766199999999996
ORBRWRC,ORBRWRC_Viewer,17,10,43.223,4.3223
ORBRWRC,ORBRWRC_Viewer,21,10,36.01,3.601
ORBRWRC,ORBRWRC_Viewer,19,10,33.6088,3.3608800000000003
WMHCTR,WMHCTR_Viewer,21,9,82.3557,9.150633333333333
CCMHR,CCMHR_Writer,16,773,2329.1171,3.221462102351314
CCMHR,CCMHR_Writer,17,582,1126.1608,2.2081584313725493
CCMHR,CCMHR_Writer,15,318,890.9111,3.051065410958904
CCMHR,CCMHR_Writer,12,300,786.4403,2.721246712802768
CCMHR,CCMHR_Writer,14,388,783.3204,2.2704939130434783
MOREDIS,MOREDIS_Writer,15,262,5626.6581,25.45999140271493
MOREDIS,MOREDIS_Writer,14,156,4079.7315,27.01808940397351
MOREDIS,MOREDIS_Viewer,14,276,1769.6816,8.632593170731706
MOREDIS,MOREDIS_Writer,19,145,1241.8937,8.807756737588653
MOREDIS,MOREDIS_Writer,16,143,1135.7832,12.0828
